"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",1.38053579965863,1.24058862599943,1.38701775069677,1.18653434642197,1.24817308430807,1.4988297082181,1.30492515078347,1.03279896936575,1.72116110708001,1.50504268469127,1.33407236176705,1.26321351576202,1.14568461532783,1.00707871136581,1.66512766829716,1.10445943476961,1.15383173386064,1.31221670157355,1.17808301964754,1.33457144926955
"121",1.39514580297199,1.23770547344994,1.39424291606985,1.1921318431047,1.26220388406532,1.50279554459151,1.30404762388111,1.02985265120639,1.72943720400417,1.50807516045881,1.33364585476444,1.26226114726695,1.14636439074075,1.00413237010303,1.66386681191316,1.10331921298764,1.15195818079874,1.30924975291966,1.18838705635813,1.33190639375103
"122",1.40406069114803,1.23636687360075,1.4000581934139,1.19372251335142,1.27623293247797,1.50800728527983,1.30356780527533,1.02853024376799,1.73345127797521,1.50848465956926,1.3300073171822,1.26411661570389,1.14475024160526,1.00313499873061,1.66295248809314,1.10462533693663,1.15186408107056,1.30688730813523,1.19180911791741,1.33162858479723
"123",1.40860068812696,1.23794953839211,1.40497360041664,1.19395551530641,1.29300443225833,1.51763967511901,1.30348367540808,1.02944205737035,1.73440766722884,1.50840661593665,1.3299155766048,1.27003741075967,1.14412682381846,1.00534449280578,1.6635191189863,1.11117563210393,1.15243475395168,1.30754016951191,1.19188420821716,1.3351107601569
"124",1.40962984079828,1.24012752922762,1.40576075735325,1.19391490072151,1.30818814026478,1.52970209371713,1.3039870711875,1.03402172504325,1.73389043578166,1.50858840441859,1.33027252204704,1.27851869747001,1.14438751654837,1.0098673554828,1.66471678061699,1.12017325019388,1.15225827481139,1.30988476297785,1.18989733602416,1.34013081070972
"125",1.40604128659639,1.2430349084136,1.40295069035552,1.19495415453354,1.31848107313506,1.54195163578742,1.30311135831333,1.03979251422199,1.73316769996896,1.50889316375087,1.33128774024702,1.28704501743836,1.14310186433156,1.01871945095084,1.66657544191174,1.12789666134087,1.1509085574574,1.31282560990421,1.1885062916684,1.34519186858706
"126",1.40117656340965,1.2500506875421,1.39676397714623,1.19836279209778,1.32411198808259,1.55410217601345,1.30563716405865,1.04640453945908,1.7324360763209,1.5113585282414,1.336450530331,1.29820268576497,1.14171892525068,1.02753185681391,1.6730666386672,1.13540725399241,1.14946081604029,1.320893983075,1.19054842675202,1.34743646366059
"127",1.39921639811465,1.25936901193385,1.39421761362789,1.20155909382118,1.32209620216547,1.56023965590149,1.30993161272019,1.05238210366359,1.73227057224243,1.51884147414377,1.33901477236848,1.31449700346644,1.1382592666303,1.03212015904756,1.68022931938287,1.13315595422344,1.14690352442111,1.33281838597153,1.19226239384975,1.34418497409102
"128",1.40186407942168,1.25872922128194,1.39437014693994,1.20116425698487,1.32655931001909,1.5619531125191,1.31172451538127,1.05421225426353,1.73264680550062,1.52278941926688,1.33802590815769,1.32362446246563,1.13851358088791,1.03184918660171,1.68270588985398,1.13334767954383,1.14882011395416,1.34125765789472,1.19257931541045,1.34503459000086
"129",1.40640986455354,1.25161939301876,1.39543073694592,1.20008023010882,1.33544897240131,1.56035333497638,1.30960652334491,1.05044351110152,1.7319170131258,1.51978063581711,1.33350330113091,1.31934019170703,1.14168041259954,1.03062505367139,1.6812831541495,1.13392091877869,1.15416770100157,1.3428975577081,1.19854435826149,1.35710893890369
"130",1.4128924224039,1.24062576914988,1.3972174196432,1.19555584645874,1.34515009737477,1.5592666110272,1.29953707125054,1.04261772930037,1.73173511477633,1.50541798091136,1.33035070933603,1.30624568043123,1.15130401039805,1.03336120804436,1.67398902835795,1.13603066096826,1.16540751696682,1.33581318320492,1.20851574593141,1.37071860556961
"131",1.42452146778807,1.23150038055224,1.40145151216304,1.19569717342475,1.35655910739417,1.55762759229084,1.28652955911534,1.03453175685087,1.73752167662552,1.49602922734123,1.32675951148396,1.29550420006082,1.1614832573783,1.03263761750844,1.66308980967851,1.13838962720272,1.17679229212306,1.33854039294044,1.22305105405706,1.37873806850952
"132",1.43342009009985,1.22411166243423,1.40229245529255,1.18698816721721,1.36189021309924,1.55538725054389,1.2771297588999,1.03158272241125,1.74237235702944,1.49193659604903,1.32361886919069,1.28711402255295,1.168970295449,1.02936984642302,1.65833486446848,1.13872135809833,1.18970699450804,1.35075123458658,1.23264464181341,1.38893786334209
"133",1.4396297783158,1.21739634053474,1.40387244593469,1.1802738264585,1.36902220684537,1.55244269819742,1.26998496251331,1.02857419407582,1.74731962319818,1.49310481446499,1.32344237852841,1.28600242882123,1.17254089869208,1.02819376154106,1.65384930873606,1.13882482890646,1.19693552575458,1.36796037367881,1.24445193506259,1.39707263088611
"134",1.44154013411891,1.21505274202557,1.40369977605333,1.17710485968578,1.37554824131437,1.55248248984825,1.26475226199953,1.02733434729123,1.74695607420819,1.49879574264776,1.32269193179432,1.28507335670909,1.17337877673012,1.02789172577772,1.65606153879515,1.13740566540547,1.20051804996369,1.38425483286441,1.25039242888647,1.40078415443484
"135",1.44324581479903,1.21566540599174,1.40314569626066,1.17663028358455,1.3762872041206,1.55223597064241,1.26524415972054,1.02764562484077,1.74203364073425,1.50570666781372,1.32246908805393,1.28574780014886,1.17188926001897,1.02780153201226,1.66093412032486,1.13515628450013,1.20130442143953,1.40268361466726,1.25307374152095,1.40049791538366
"136",1.44302996598939,1.21814923991733,1.40113439120174,1.17868951696888,1.37347780139066,1.55207012856375,1.26916514613951,1.03127670097956,1.73336602242627,1.51255091326868,1.32062258444273,1.28906789618252,1.16676002700392,1.02976980720626,1.66662504917818,1.13122387778991,1.20173370643302,1.42130226870105,1.25379066581422,1.39798224739207
"137",1.4417846215983,1.22188088927036,1.39590699383255,1.1836725432516,1.36631531583858,1.55278896452327,1.27896984252347,1.03407787477967,1.72292598850709,1.51951273348539,1.31839541716694,1.29722327102594,1.16116119406132,1.03191826171335,1.67250010553434,1.13113623039519,1.19998506382244,1.43282959894902,1.24875123612912,1.39349101792811
"138",1.43755851465943,1.23037841417912,1.39134446276799,1.18795403851539,1.3563738606439,1.55300472710484,1.28733192447243,1.03657175881461,1.71165739261938,1.52299615560799,1.3135814483324,1.30069313937771,1.1583025076006,1.03193253955609,1.67750666748277,1.13423054984335,1.19676077122703,1.42788365752545,1.240673429416,1.3852450227594
"139",1.43553385663679,1.23699075766307,1.38605556287076,1.18973936869365,1.35072921435656,1.54246376352837,1.29548310446989,1.03084070971505,1.69614315256832,1.52288823521373,1.30810248174212,1.29889137853675,1.15554174078678,1.02886203190245,1.67856094045548,1.14100642053155,1.1932303529303,1.4171302733984,1.23591301897575,1.38234642916771
"140",1.43484664846425,1.23297441502396,1.38672715334517,1.18886649565262,1.34971229316513,1.53378325241654,1.29962423566964,1.02856555967823,1.68020746672074,1.52285377289828,1.3063757587384,1.29892629171364,1.1555422599134,1.0303315690011,1.67493435365075,1.15008378168629,1.19254847566752,1.41115435409442,1.23501598092526,1.38334383605198
"141",1.43802660700448,1.22505667546847,1.38662831606251,1.18522493137831,1.35257749958769,1.53122878375881,1.29734407042035,1.03552196376782,1.67475168293651,1.52689298889086,1.30644107200872,1.30246302926354,1.15629902055845,1.03698358695805,1.67400769172779,1.15168426008742,1.19251734842574,1.42513912957486,1.2373296604907,1.38327708394481
"142",1.44357294493147,1.21372090565619,1.38755915734486,1.17199931820985,1.3620777306776,1.53053923854004,1.28926867559594,1.05208572894809,1.67948497671627,1.53523182005231,1.30589919925722,1.30912676913814,1.16317350322992,1.05101741182739,1.67911573668985,1.14837104628694,1.19083493866441,1.45850753468432,1.24306238422507,1.3827510706932
"143",1.45076308494931,1.19658357933799,1.38780162611475,1.15367959699135,1.37114439316037,1.52311125815068,1.28296931598761,1.07117603855704,1.67462682590077,1.55110424520573,1.30579398853822,1.31460076766693,1.17305406680263,1.06992447956665,1.67905505292641,1.14889792758823,1.19008595042997,1.47567632479636,1.25009168393235,1.38371063140575
"144",1.45451054013567,1.17866373575375,1.38829519099141,1.14053776525848,1.37898789284944,1.50992039552243,1.27734301242711,1.08109162088679,1.65781792783406,1.55915729600599,1.30715478469038,1.31961012286647,1.1775987293928,1.08612355524147,1.67437168800803,1.15589406351647,1.1905636331052,1.48605576829187,1.25364392972581,1.3833382836764
"145",1.45324762395705,1.16887030825432,1.38743816498359,1.13003504162522,1.3856963551622,1.49368300889472,1.27656668141948,1.08292653685486,1.63371514016673,1.56345419139273,1.31448049657776,1.32297276579943,1.18062766965452,1.09411883906764,1.66464448219808,1.16542524502171,1.19006470724041,1.48292338922263,1.25655626700655,1.38307194310355
"146",1.44565781131943,1.16443535588758,1.38755977744792,1.12571857268502,1.38900057909294,1.47860731936185,1.27790283261776,1.08280322522243,1.60632578765184,1.5644811809416,1.32109154941625,1.32349494156357,1.18315250795648,1.10125339009546,1.65293578453462,1.18152822155536,1.188700027907,1.473445283858,1.25769839643885,1.38271657878509
"147",1.43545745525631,1.16272274043639,1.38988584008473,1.125667615955,1.38610676151433,1.46359507224492,1.28086545953499,1.07866787384166,1.58061030954253,1.56446072084504,1.32614429296821,1.32327681055402,1.18323776188973,1.10300389317414,1.64030199335631,1.19947295821245,1.18756200769456,1.45957736278269,1.25762393523904,1.38483515297067
"148",1.42484809901855,1.1631511663305,1.39775232082087,1.12840781935569,1.38263976811814,1.45362474216175,1.28527545193789,1.07318804862878,1.56235308280197,1.56411246857824,1.33305754022741,1.32318309969293,1.1841420887417,1.10106405287655,1.62348724333457,1.21876085026564,1.18319470087443,1.44642972173118,1.25909911401377,1.39236305137894
"149",1.41148973904883,1.16476581973543,1.40988781921855,1.13582342929743,1.37796591401109,1.44269560459505,1.2892923738068,1.06378179258449,1.54843167380558,1.56106594560539,1.33899805908648,1.3205674213422,1.18745606232363,1.09466618049616,1.60385842653843,1.23617502362235,1.18364175708931,1.43452387387643,1.26150123998232,1.40305282010332
"150",1.39770898571614,1.16536111003099,1.4248182082357,1.14153096674061,1.37476031568843,1.44136064523608,1.29149628936298,1.05640195392053,1.55471163195209,1.55699442290556,1.35089302204869,1.32030163556903,1.19088304953649,1.08694049719749,1.58367474365081,1.24452148928152,1.1874427480476,1.43095399489594,1.26581329670653,1.41868206535242
"151",1.38419847690305,1.16123326006132,1.43659749639964,1.14476968044716,1.37618929617471,1.43985644222225,1.28967184991149,1.05006955248086,1.56219694411863,1.55683521227882,1.36277805427538,1.32158236592982,1.18973071104741,1.0835949265524,1.56123476778108,1.24507682253207,1.19231548364897,1.43481079109066,1.27317341065994,1.4380795125771
"152",1.37792820804035,1.16093389952705,1.435500326654,1.14484219429263,1.37786279261317,1.41396125718516,1.29041512192852,1.04998406736991,1.55679426358325,1.55689719095357,1.36800435349937,1.32120548552902,1.18973928399706,1.0810993416051,1.55168420113792,1.24902588763024,1.19884286481066,1.43139656112589,1.27458490074133,1.45234044297798
"153",1.38330651010954,1.16337714857663,1.42443867143779,1.14273238544718,1.37410610238001,1.37659846189854,1.29547446755744,1.05290699085982,1.53714618545533,1.55357662901233,1.3588523182437,1.31831203867641,1.1881948591241,1.08051918509964,1.56310013566377,1.25133445461335,1.19526056925675,1.42690874206446,1.26953909194568,1.45385783784702
"154",1.39541803291695,1.16875998022441,1.41029158338117,1.13940533316535,1.3631814056309,1.33180695595839,1.30646445076924,1.05984432054648,1.51153840361217,1.54971125691755,1.34342854611341,1.31539569138631,1.18810631617862,1.08141900028768,1.58651236555046,1.24858749106114,1.18488033588534,1.42469351932315,1.25994111769388,1.45425995029851
"155",1.4106991191271,1.17480261213603,1.3977739315486,1.13093883037935,1.35540895029864,1.29825505332194,1.30708025187486,1.06688963403712,1.4853008828854,1.53917593794449,1.32123733080796,1.31217486627981,1.19542658376625,1.08163373172287,1.60626484611276,1.24818965454676,1.17076273013094,1.41957881754934,1.25070251324469,1.45312878167412
"156",1.41845562427394,1.17995837804569,1.3872740702973,1.12350913603707,1.35044472710369,1.25498726786423,1.30623366478897,1.07453589767819,1.46339137509342,1.53414715788733,1.30411703205616,1.30975521991977,1.20395857828967,1.08127190286729,1.62072167534763,1.24572951231983,1.16458865632125,1.41841330806962,1.24359537435721,1.45979990392679
"157",1.4216642506503,1.18152109820866,1.38074356542581,1.11541681101028,1.34805403127983,1.22081429217829,1.30530216204151,1.07788737557063,1.44508513235284,1.52938461105611,1.2923204695732,1.30598231761412,1.21150121990009,1.07837264282409,1.6283603026537,1.24495050699999,1.16646664725012,1.41834066119384,1.23855601559628,1.47378769091734
"158",1.42450657809459,1.1823287718223,1.37696798203738,1.11391460465297,1.34813950806899,1.19677595845616,1.30650127510657,1.07893313917461,1.43586897011902,1.52669453448791,1.28776054419469,1.30637017222322,1.21644130057173,1.07395463690922,1.62599509507169,1.24465555073225,1.172278796728,1.41815258130264,1.2362629950897,1.4906222548533
